id,text,label,annotator,ground_truth,prediction
735,"I'm groundless, aimless, without dreams.",-1,3,negative,negative
736,"I find myself empty, without hope and after everything I've done to you, without the courage to ask you to stay with me.",-1,3,negative,negative
737,"I love you so much, I wanted you to know that, for you to realize my acts of love, affection, dedication that I showed you.",1,2,positive,positive
739,I think about the future because it will be good for me and everyone I love.,1,3,positive,positive
740,"I'm going to graduate, work, I'll do my best to keep the peace in my house.",1,3,positive,positive
741,I don't intend to seriously commit to anyone.,-1,2,negative,negative
742,"We think differently, we have different goals.",0,2,neutral,neutral
743,"I come from a family where the Father always supported the house to raise the children, while my mother stayed at home taking care of us.",0,2,neutral,neutral
744,"We didn't have everything, but the essentials to become responsible adults!",1,2,positive,positive
745,"I have several friends, I am an extrovert, happy person, I love to see happy people around me, I value Health a lot, because if we have it, the rest we run after.",1,3,positive,positive
746,"But my husband is Materialistic, Grumpy, I say almost Bi POLAR, a good father yes, but not a good husband.",-1,3,negative,negative
747,"He doesn't have many friends, and ends up being selfish many times, if he needs to, he goes over someone to win something.",-1,3,negative,negative
748,"For me the simplest things in life are the best, I love visits.",1,3,positive,positive
751,And making someone happy is worth more than knowing my life.,1,3,positive,positive
752,"I'm very happy with the approval, even though I know it wasn't really deserved.",1,3,positive,neutral
753,"But this time everything ended well, after so much pain and suffering due to the circumstances, everything ended well.",1,3,positive,positive
754,"And it affected me so much, I was totally mad.",-1,3,negative,negative
756,I still remember the sweet words you used to say.,1,3,positive,positive
757,"I remember the smile you opened when you saw me, the explanations you gave when you couldn't call.",1,3,positive,positive
758,"I still remember the times you looked at me and said how much you loved me, how much you wanted me.",1,3,positive,negative
759,I still remember the times you looked at me and said the fear you felt of losing me.,1,2,positive,negative
760,I still remember how much satisfaction I had in seeing you smile.,1,3,positive,positive
761,"I still remember everything I lived with you, and I miss those nights when you told me your joys and agonies.",1,3,positive,positive
762,"I've been remembering those conversations, those laughs and also our secrets.",1,3,positive,positive
763,"I always remember that smile of his, when I arrived sad, I felt embraced by him.",1,3,positive,positive
764,"And I remember too, how you managed to placate my pain.",1,3,positive,positive
765,"What a desire to go back in time, have you by my side, with your enlightened eyes.",1,2,positive,positive
766,"I kept them all in my memory, I will never forget them.",1,2,positive,positive
767,"Our directions changed, but they didn't get lost, I'm still here, and best of all, I'm sure you're still there too.",1,2,positive,neutral
768,"If you need it, look for me, if you miss it, call, if you have a problem, count me in, and if you have time, let's see each other!",1,2,positive,positive
769,"I don't have that young look anymore, but my heart is still the same that loved you, that gave you affection, and loved receiving yours.",1,2,positive,neutral
770,"It may be that we see each other tomorrow, it may be that we only meet in a year, it may even be that time takes us further apart, but I want you to know that today I remembered you.",1,3,positive,neutral
771,"I promise to love you until the end of my life, until my last breath, until the last beat of my heart, until the last tear on my face.",1,3,positive,positive
772,"Because now I know that it's you that my heart really chose, that it's you that I'll fight for until infinity and I'll wish for at all times in all dreams in all wishes in all my prayers.",1,3,positive,positive
773,"I feel this desire every day, you know, even when I do, but hours later I already feel like making good love.",1,3,positive,positive
774,"My guardian angel who was called Douglas, besides being beautiful, he was my best friend!",1,3,positive,positive
775,Because friends also say I LOVE YOU!,1,3,positive,positive
776,I can't think of him without laughing!,1,3,positive,positive
777,"He called all the boys I told him to be a friend an idiot, he wasn't a boring friend, he stayed on my toes, but he never let me do anything wrong!",0,2,neutral,neutral
778,"He was, and will always be my best friend, because he is not visible, but he is alive in my heart!",1,3,positive,positive
779,"This is a place for a lot of venting and I feel like a ""big mom"" for many who write, because I'm older than most of the girls here.",0,2,neutral,neutral
780,"Most of those who threaten to do it don't, but if you're wondering, I have a report to give.",0,3,neutral,neutral
781,A colleague of mine killed herself before the age of 30!,-1,3,negative,negative
782,It was a scare for many people.,-1,3,negative,negative
783,She separated from her husband and couldn't stand it!,-1,3,negative,negative
784,At 5 years old I almost died!,-1,2,negative,negative
785,I had appendicitis with serious complications.,-1,3,negative,negative
786,It's actually a miracle that I'm alive.,1,2,positive,positive
787,And it will be selfish of you to let others sort it out.,-1,3,negative,negative
788,I can't see a hot blonde in front of me that I'm already turned on!,1,2,positive,negative
789,"So I don't know what else to do, hand myself over to death or wait a little longer?",-1,3,negative,negative
790,Indirects affect my bad mood and only make you more disgusting to me.,-1,3,negative,negative
791,"Me and my boyfriend now, we've been spending a lot of time together, and we still have that dream of sleeping together, and waking up next to each other, you know.",1,3,positive,positive
792,And he still eats you WITH A FOOTPRINT and then licks his lips of how good it was.,1,3,positive,negative
793,"It was all so intense, a month felt like years.",1,3,positive,negative
794,"After many tears and a farewell party my vacation was over, I came back to my reality and then my summer romance had to come to an end due to real world responsibilities.",-1,3,negative,negative
